Longitude, latitude
1.495375, 41.732574
1.496023, 41.732646
1.496681, 41.732757
1.497307, 41.732915
1.497901, 41.733096
1.498912, 41.733500
1.499583, 41.733817
1.500216, 41.734149
1.500756, 41.734466
1.501203, 41.734755
1.501579, 41.735008
1.502050, 41.735358
1.502588, 41.735810
1.503081, 41.736280
1.503861, 41.737022
1.504214, 41.737335
1.504556, 41.737598
1.504993, 41.737888
1.505528, 41.738182
1.505943, 41.738380
1.506439, 41.738575
1.506995, 41.738754
1.507511, 41.738884
1.508059, 41.738988
1.508714, 41.739082
1.510360, 41.739252
1.513006, 41.739541
1.515222, 41.739780
1.516037, 41.739833
1.516739, 41.739830
1.517435, 41.739776
1.518176, 41.739650
1.518823, 41.739501
1.519455, 41.739290
1.519885, 41.739126
1.520023, 41.739059
1.520687, 41.738719
1.522110, 41.737860
1.522537, 41.737631
1.523013, 41.737414
1.523628, 41.737173
1.524177, 41.737001
1.524805, 41.736861
1.525423, 41.736768
1.526109, 41.736693
1.526932, 41.736636
1.527863, 41.736619
1.528029, 41.736619
1.528950, 41.736605
1.529723, 41.736591
1.530232, 41.736563
1.530747, 41.736528
1.531361, 41.736462
1.532150, 41.736368
1.532508, 41.736296
1.533045, 41.736159
1.533538, 41.735993
1.533990, 41.735778
1.534501, 41.735492
1.535060, 41.735158
1.535441, 41.734873
1.536042, 41.734390
1.536163, 41.734302
1.536375, 41.734122
1.536791, 41.733852
1.537178, 41.733629
1.537468, 41.733489
1.537830, 41.733321
1.538386, 41.733115
1.539034, 41.732925
1.539346, 41.732848
1.539908, 41.732714
1.540440, 41.732580
1.540953, 41.732420
1.541350, 41.732266
1.541794, 41.732054
1.542248, 41.731774
1.542671, 41.731476
1.543090, 41.731155
1.543638, 41.730778
1.544020, 41.730561
1.544345, 41.730407
1.544831, 41.730214
1.545355, 41.730060
1.545835, 41.729958
1.546418, 41.729866
1.546800, 41.729841
1.547120, 41.729839
1.547525, 41.729850
1.547913, 41.729885
1.548484, 41.729977
1.549031, 41.730112
1.549504, 41.730269
1.550010, 41.730487
1.550469, 41.730734
1.551032, 41.731054
1.551425, 41.731269
1.551746, 41.731429
1.552144, 41.731589
1.552739, 41.731793
1.553255, 41.731906
1.553621, 41.731962
1.554139, 41.732011
1.554666, 41.732022
1.555149, 41.731997
1.555626, 41.731942
1.556322, 41.731837
1.556763, 41.731774
1.557082, 41.731741
1.557383, 41.731719
1.557752, 41.731708
1.558234, 41.731720
1.558661, 41.731759
1.559065, 41.731827
1.559343, 41.731889
1.559730, 41.731984
1.560196, 41.732144
1.560562, 41.732304
1.560798, 41.732412
1.561266, 41.732677
1.561713, 41.733004
1.561959, 41.733221
1.562213, 41.733473
1.562502, 41.733823
1.562716, 41.734163
1.562798, 41.734300
1.563037, 41.734768
1.563266, 41.735180
1.563495, 41.735530
1.563879, 41.735980
1.564171, 41.736236
1.564550, 41.736530
1.564915, 41.736764
1.565245, 41.736950
1.565747, 41.737206
1.566521, 41.737592
1.567293, 41.737996
1.567894, 41.738360
1.568459, 41.738767
1.569000, 41.739219
1.569564, 41.739735
1.569999, 41.740144
1.570503, 41.740601
1.571001, 41.741007
1.571502, 41.741383
1.572083, 41.741796
1.572826, 41.742320
1.573406, 41.742763
1.573949, 41.743215
1.574631, 41.743841
1.575065, 41.744211
1.575431, 41.744464
1.575759, 41.744655
1.575904, 41.744730
1.576235, 41.744884
1.576518, 41.745002
1.576965, 41.745156
1.577510, 41.745292
1.577988, 41.745376
1.578527, 41.745425
1.579086, 41.745447
1.580134, 41.745433
1.580862, 41.745442
1.581798, 41.745511
1.582566, 41.745616
1.583207, 41.745729
1.583654, 41.745817
1.584729, 41.746027
1.585270, 41.746092
1.585839, 41.746111
1.586394, 41.746098
1.586797, 41.746056
1.587154, 41.745999
1.587465, 41.745933
1.588008, 41.745796
1.588544, 41.745591
1.589039, 41.745348
1.589393, 41.745147
1.589865, 41.744798
1.590581, 41.744217
1.591013, 41.743900
1.591398, 41.743665
1.591914, 41.743414
1.592389, 41.743232
1.592944, 41.743045
1.593611, 41.742826
1.597047, 41.741704
1.599367, 41.740941
1.602553, 41.739894
1.603091, 41.739743
1.603584, 41.739643
1.604078, 41.739577
1.604441, 41.739555
1.604818, 41.739549
1.605334, 41.739571
1.606024, 41.739589
1.606339, 41.739588
1.606787, 41.739574
1.607402, 41.739509
1.607894, 41.739414
1.608558, 41.739311
1.609060, 41.739255
1.609515, 41.739235
1.610062, 41.739239
1.610409, 41.739266
1.610807, 41.739311
1.611390, 41.739385
1.611889, 41.739431
1.612404, 41.739447
1.612948, 41.739428
1.613422, 41.739365
1.614032, 41.739264
1.614681, 41.739157
1.615175, 41.739116
1.615541, 41.739090
1.616127, 41.739074
1.616977, 41.739058
1.617319, 41.739036
1.617632, 41.739003
1.618010, 41.738945
1.618258, 41.738894
1.618767, 41.738771
1.619324, 41.738621
1.619894, 41.738444
1.620546, 41.738217
1.621713, 41.737744
1.622371, 41.737474
1.622676, 41.737354
1.623007, 41.737256
1.623356, 41.737164
1.623897, 41.737059
1.624156, 41.737028
1.624449, 41.737002
1.624826, 41.736985
1.625214, 41.736987
1.625622, 41.737014
1.626153, 41.737081
1.627086, 41.737236
1.627764, 41.737340
1.628345, 41.737432
1.629005, 41.737523
1.629630, 41.737573
1.630276, 41.737571
1.631024, 41.737510
1.631591, 41.737411
1.632035, 41.737308
1.632701, 41.737093
1.633336, 41.736832
1.634370, 41.736391
1.635370, 41.735972
1.635985, 41.735697
1.636502, 41.735405
1.636895, 41.735138
1.637235, 41.734878
1.637651, 41.734442
1.637970, 41.734128
1.638129, 41.733988
1.638497, 41.733688
1.638812, 41.733484
1.639185, 41.733263
1.639536, 41.733094
1.639833, 41.732971
1.640177, 41.732856
1.640746, 41.732698
1.641357, 41.732544
1.642053, 41.732337
1.642753, 41.732070
1.643438, 41.731791
1.644080, 41.731572
1.644633, 41.731450
1.645230, 41.731360
1.645978, 41.731337
1.646588, 41.731363
1.647275, 41.731462
1.647766, 41.731581
1.648315, 41.731750
1.649161, 41.732061
1.649681, 41.732238
1.650323, 41.732391
1.650841, 41.732469
1.651203, 41.732504
1.651605, 41.732521
1.652230, 41.732504
1.652780, 41.732436
1.653229, 41.732343
1.653647, 41.732246
1.654128, 41.732081
1.654823, 41.731794
1.655665, 41.731466
1.656106, 41.731317
1.656491, 41.731202
1.656925, 41.731089
1.657575, 41.730966
1.658237, 41.730919
1.658861, 41.730895
1.659577, 41.730936
1.660307, 41.731048
1.661010, 41.731217
1.661914, 41.731502
1.663807, 41.732051
1.665335, 41.732469
1.665893, 41.732586
1.666627, 41.732695
1.667185, 41.732718
1.667811, 41.732701
1.668150, 41.732659
1.668647, 41.732570
1.669256, 41.732424
1.669798, 41.732280
1.670587, 41.732106
1.671088, 41.732024
1.671699, 41.731978
1.672240, 41.731980
1.672583, 41.732000
1.673002, 41.732046
1.673493, 41.732127
1.674046, 41.732248
1.674641, 41.732422
1.675397, 41.732711
1.676691, 41.733316
1.677293, 41.733556
1.677854, 41.733741
1.678701, 41.733948
1.679344, 41.734073
1.679924, 41.734179
1.681191, 41.734417
1.685722, 41.735276
1.686336, 41.735358
1.686836, 41.735393
1.687404, 41.735395
1.688080, 41.735329
1.688725, 41.735201
1.689391, 41.735009
1.690411, 41.734660
1.691230, 41.734390
1.691561, 41.734298
1.692103, 41.734154
1.692792, 41.733999
1.693255, 41.733911
1.693729, 41.733851
1.694339, 41.733818
1.694756, 41.733837
1.694941, 41.733851
1.695468, 41.733922
1.696041, 41.734046
1.696416, 41.734172
1.696959, 41.734399
1.697241, 41.734544
1.697523, 41.734723
1.697953, 41.735031
1.698546, 41.735471
1.698894, 41.735716
1.699384, 41.736013
1.699879, 41.736267
1.700333, 41.736474
1.701075, 41.736800
1.701896, 41.737120
1.702622, 41.737395
1.703059, 41.737564
1.703807, 41.737801
1.704201, 41.737910
1.705137, 41.738126
1.706020, 41.738310
1.707050, 41.738484
1.707919, 41.738588
1.708861, 41.738659
1.709877, 41.738703
1.710613, 41.738678
1.711446, 41.738598
1.712257, 41.738477
1.712943, 41.738341
1.713643, 41.738163
1.714341, 41.737961
1.714820, 41.737801
1.715550, 41.737520
1.716361, 41.737173
1.717407, 41.736672
1.718708, 41.736012
1.720477, 41.735087
1.721674, 41.734441
1.722362, 41.734091
1.723548, 41.733474
1.725364, 41.732537
1.726034, 41.732231
1.726717, 41.731948
1.727443, 41.731692
1.728144, 41.731469
1.728740, 41.731315
1.729408, 41.731165
1.730073, 41.731064
1.730790, 41.731017
1.731481, 41.731015
1.731986, 41.731049
1.732697, 41.731136
1.733442, 41.731292
1.734139, 41.731501
1.734921, 41.731798
1.735606, 41.732066
1.736149, 41.732239
1.736687, 41.732369
1.737213, 41.732442
1.737681, 41.732477
1.738427, 41.732491
1.739383, 41.732510
1.741995, 41.732551
1.742509, 41.732552
1.742993, 41.732521
1.743492, 41.732459
1.743999, 41.732356
1.744404, 41.732241
1.744685, 41.732151
1.745272, 41.731929
1.745773, 41.731721
1.746433, 41.731490
1.747033, 41.731341
1.747492, 41.731271
1.747948, 41.731227
1.748608, 41.731220
1.749357, 41.731260
1.749817, 41.731335
1.750245, 41.731426
1.750988, 41.731583
1.751369, 41.731653
1.751859, 41.731709
1.752306, 41.731728
1.753011, 41.731713
1.753546, 41.731653
1.754001, 41.731564
1.754498, 41.731444
1.755405, 41.731187
1.756013, 41.731015
1.756795, 41.730856
1.757390, 41.730776
1.757978, 41.730724
1.758905, 41.730670
1.760018, 41.730609
1.761594, 41.730514
1.762260, 41.730483
1.762820, 41.730483
1.763410, 41.730522
1.763955, 41.730605
1.764498, 41.730741
1.764934, 41.730877
1.765406, 41.731074
1.765915, 41.731344
1.766295, 41.731580
1.766688, 41.731890
1.767047, 41.732250
1.767756, 41.732990
1.768323, 41.733571
1.769026, 41.734296
1.769775, 41.735055
1.770174, 41.735394
1.770681, 41.735726
1.771217, 41.736002
1.771790, 41.736221
1.772412, 41.736405
1.773072, 41.736523
1.773615, 41.736570
1.774215, 41.736582
1.774746, 41.736544
1.775422, 41.736444
1.775973, 41.736306
1.776528, 41.736116
1.777177, 41.735825
1.779539, 41.734651
1.781125, 41.733845
1.782770, 41.733044
1.783393, 41.732735
1.785660, 41.731611
1.786777, 41.731057
1.788567, 41.730170
1.789767, 41.729581
1.790270, 41.729393
1.790736, 41.729248
1.790898, 41.729207
1.791335, 41.729115
1.791841, 41.729048
1.792320, 41.729020
1.792822, 41.729026
1.793394, 41.729068
1.794687, 41.729282
1.796614, 41.729593
1.797983, 41.729790
1.798573, 41.729931
1.799329, 41.730120
1.799700, 41.730262
1.800053, 41.730406
1.800392, 41.730586
1.800730, 41.730795
1.801084, 41.731057
1.801407, 41.731342
1.801936, 41.731962
1.802131, 41.732280
1.802215, 41.732428
1.802408, 41.732802
1.802687, 41.733547
1.802922, 41.734036
1.803006, 41.734188
1.803153, 41.734400
1.803357, 41.734687
1.803588, 41.734933
1.803856, 41.735202
1.804180, 41.735504
1.804515, 41.735788
1.804945, 41.736150
1.805463, 41.736523
1.806244, 41.737067
1.806732, 41.737368
1.807243, 41.737703
1.807427, 41.737817
1.807666, 41.737975
1.808137, 41.738262
1.808636, 41.738545
1.808817, 41.738632
1.809169, 41.738782
1.809588, 41.738942
1.809786, 41.739004
1.810358, 41.739155
1.811150, 41.739323
1.811881, 41.739442
1.812567, 41.739564
1.814518, 41.739893
1.816691, 41.740244
1.817816, 41.740303
1.818910, 41.740286
1.819701, 41.740311
1.820264, 41.740384
1.820773, 41.740484
1.821432, 41.740696
1.821992, 41.740920
1.822628, 41.741197
1.825110, 41.742322
1.826047, 41.742713
1.828295, 41.743693
1.829277, 41.744134
1.830059, 41.744537
1.830681, 41.744927
1.831309, 41.745360
1.831817, 41.745746
1.832470, 41.746348
1.833200, 41.747147
1.833791, 41.747785
1.834145, 41.748115
1.834585, 41.748480
1.835117, 41.748883
1.835627, 41.749199
1.836284, 41.749550
1.836660, 41.749717
1.837036, 41.749880
1.837592, 41.750079
1.838297, 41.750312
1.838838, 41.750479
1.839346, 41.750633
1.840041, 41.750846
1.841266, 41.751258
1.842602, 41.751779
1.843064, 41.751970
1.843353, 41.752066
1.844112, 41.752423
1.844472, 41.752603
1.844943, 41.752849
1.845442, 41.753105
1.845863, 41.753317
1.846254, 41.753529
1.846990, 41.753887
1.847724, 41.754178
1.849367, 41.754721
1.851328, 41.755177
1.852681, 41.755581
1.854135, 41.756391
1.857706, 41.758783
1.861368, 41.760981
1.862582, 41.761601
1.864454, 41.762347
1.866553, 41.763169
1.867628, 41.763890
1.868539, 41.764965
1.869449, 41.766318
1.874921, 41.772928
1.875114, 41.773161
1.876096, 41.774347
1.876278, 41.774567
1.876385, 41.774697
1.876750, 41.775088
1.876995, 41.775351
1.877991, 41.776533
1.878722, 41.777239
1.879448, 41.777771
1.880288, 41.778227
1.880434, 41.778301
1.880724, 41.778435
1.881370, 41.778658
1.882428, 41.779031
1.883619, 41.779367
1.884408, 41.779613
1.885170, 41.779809
1.886004, 41.779939
1.886343, 41.779956
1.886758, 41.779971
1.887313, 41.779966
1.887510, 41.779946
1.888268, 41.779854
1.889819, 41.779573
1.890597, 41.779478
1.891247, 41.779483
1.892836, 41.779536
1.894414, 41.779602
1.898361, 41.779857
1.900729, 41.780276
1.904103, 41.781586
1.907099, 41.783698
1.917958, 41.793905
1.919211, 41.794787
1.920480, 41.795489
1.924043, 41.796843
1.924818, 41.797095
1.925328, 41.797424
1.927199, 41.798560
1.927980, 41.799293
1.928693, 41.800140
1.929344, 41.800981
1.929973, 41.801793
1.930697, 41.802709
1.930915, 41.802907
1.931069, 41.803060
1.931430, 41.803419
1.932465, 41.804281
1.933556, 41.805007
1.935647, 41.806112
1.938139, 41.806975
1.940889, 41.807659
1.950649, 41.809856
1.957032, 41.811294
1.961018, 41.812280
1.962290, 41.812729
1.963413, 41.813372
1.964657, 41.814545
1.965397, 41.815850
1.966110, 41.818442
1.966783, 41.823519
1.967017, 41.825854
1.967464, 41.827690
1.968065, 41.828828
1.969067, 41.830124
1.969910, 41.830951
1.970702, 41.831562
1.971522, 41.832036
1.972645, 41.832740
1.976453, 41.834718
1.979291, 41.837033
1.981454, 41.839529
1.982528, 41.841769
1.982805, 41.843471
1.982636, 41.845527
1.982161, 41.847711
1.981943, 41.849566
1.982124, 41.851381
1.982800, 41.852697
1.983018, 41.852956
1.983279, 41.853268
1.984199, 41.854162
1.984890, 41.854778
1.985103, 41.854934
1.985256, 41.855039
1.986441, 41.855634
1.987844, 41.856187
1.989164, 41.856411
1.989849, 41.856528
1.992346, 41.857014
1.994294, 41.857621
1.995324, 41.858228
1.996884, 41.859668
1.997581, 41.860972
1.998488, 41.862047
1.999863, 41.863205
2.002562, 41.864554
2.003486, 41.865209
2.004199, 41.865958
2.005833, 41.867540
2.008198, 41.868913
2.011999, 41.871034
2.013662, 41.872194
2.013848, 41.872323
2.014310, 41.872646
2.015991, 41.874085
2.016187, 41.874259
2.018298, 41.876056
2.020217, 41.877263
2.024198, 41.879379
2.025960, 41.880151
2.027864, 41.880804
2.029994, 41.881362
2.031313, 41.881917
2.033118, 41.882834
2.035018, 41.883555
2.037254, 41.884001
2.039396, 41.884255
2.040961, 41.884446
2.042383, 41.884682
2.043325, 41.884928
2.044951, 41.885442
2.046976, 41.886181
2.049103, 41.887044
2.049268, 41.887111
2.051886, 41.887942
2.057735, 41.889184
2.060498, 41.889795
2.063143, 41.890672
2.067207, 41.892823
2.068393, 41.893318
2.069394, 41.893621
2.071674, 41.894072
2.073344, 41.894501
2.074526, 41.895000
2.075421, 41.895481
2.077579, 41.896896
2.078643, 41.897432
2.080363, 41.897972
2.084593, 41.899375
2.085544, 41.899854
2.087042, 41.900609
2.087922, 41.901053
2.089881, 41.901766
2.090963, 41.902101
2.091439, 41.902242
2.092802, 41.902496
2.094715, 41.902772
2.103630, 41.903473
2.105578, 41.903864
2.108328, 41.905031
2.110517, 41.906190
2.112708, 41.907066
2.115585, 41.907589
2.116798, 41.907992
2.117895, 41.908487
2.119810, 41.909861
2.121848, 41.910853
2.123632, 41.911163
2.125081, 41.911278
2.127896, 41.911275
2.129485, 41.911668
2.130945, 41.912494
2.131740, 41.913409
2.133057, 41.914399
2.134437, 41.915210
2.135773, 41.916279
2.136434, 41.917034
2.137165, 41.917830
2.137729, 41.918667
2.138589, 41.920022
2.139022, 41.920884
2.139592, 41.921522
2.139825, 41.921739
2.140153, 41.922019
2.140734, 41.922639
2.141104, 41.923229
2.141217, 41.923449
2.141447, 41.923875
2.141543, 41.924057
2.142195, 41.925196
2.142541, 41.925598
2.142966, 41.926042
2.143479, 41.926502
2.143974, 41.926911
2.144820, 41.927588
2.146344, 41.928808
2.147311, 41.929468
2.149223, 41.930773
2.149908, 41.931345
2.150679, 41.931762
2.153067, 41.932615
2.154514, 41.932909
2.156083, 41.933062
2.158793, 41.932984
2.159293, 41.932914
2.160152, 41.932836
2.161828, 41.932530
2.164194, 41.932474
2.165859, 41.932667
2.167409, 41.933054
2.168473, 41.933414
2.170161, 41.934141
